session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at
87a6b238-8346-41c9-967c-50875d7c13d6,0a369b4f-9c90-4b81-8ef8-446781379b68,VideoClip,,PitchersHand,EdgertronicVideos,Plays/0a369b4f-9c90-4b81-8ef8-446781379b68/Edgertronic/18bb8c3c-f891-4898-be06-57e5ec179cdb.mov,+dBUvOBFVHz8AM3LOzszHg==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830810/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/0a369b4f-9c9.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/0a369b4f-9c9,2026-01-08T00:06:51Z
87a6b238-8346-41c9-967c-50875d7c13d6,0bf8fc76-8a13-4891-be35-4ae93e3bce4d,VideoClip,,PitchersHand,EdgertronicVideos,Plays/0bf8fc76-8a13-4891-be35-4ae93e3bce4d/Edgertronic/8e67f43d-025e-48cb-a77e-9d5ba0dd546c.mov,75PZGqb4AlWI0lX43xKsRg==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830811/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/0bf8fc76-8a1.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/0bf8fc76-8a1,2026-01-08T00:06:52Z
87a6b238-8346-41c9-967c-50875d7c13d6,0e0a7d87-1a81-4fee-9c5f-51f89cc29127,VideoClip,,PitchersHand,EdgertronicVideos,Plays/0e0a7d87-1a81-4fee-9c5f-51f89cc29127/Edgertronic/834eb15f-66cb-435a-b591-8baa3030d5d8.mov,7GEn+nqHawCyXzRUoKjmGw==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830813/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/0e0a7d87-1a8.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/0e0a7d87-1a8,2026-01-08T00:06:54Z
87a6b238-8346-41c9-967c-50875d7c13d6,1eedc86e-6116-4a12-be22-38190de3eddc,VideoClip,,PitchersHand,EdgertronicVideos,Plays/1eedc86e-6116-4a12-be22-38190de3eddc/Edgertronic/f3e01672-4a50-483a-9b33-8631f6777ee4.mov,0LmJyHEWiCyEgHUHaacMTw==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830814/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/1eedc86e-611.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/1eedc86e-611,2026-01-08T00:06:55Z
87a6b238-8346-41c9-967c-50875d7c13d6,26983c42-dfea-47a6-bd9c-1cf3aeff2596,VideoClip,,PitchersHand,EdgertronicVideos,Plays/26983c42-dfea-47a6-bd9c-1cf3aeff2596/Edgertronic/838e988e-e3a7-4bec-ab97-812b7e6b34bf.mov,+qL+vI+8WQT2oQwLMnDdkA==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830815/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/26983c42-dfe.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/26983c42-dfe,2026-01-08T00:06:56Z
87a6b238-8346-41c9-967c-50875d7c13d6,2a5a798b-247f-451b-b45d-b049513d1c22,VideoClip,,PitchersHand,EdgertronicVideos,Plays/2a5a798b-247f-451b-b45d-b049513d1c22/Edgertronic/e1d5ed07-5e5b-452d-9e27-5d3a0d3d950f.mov,R/jQbudQ+65CwiDMjBDL1A==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830816/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/2a5a798b-247.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/2a5a798b-247,2026-01-08T00:06:57Z
87a6b238-8346-41c9-967c-50875d7c13d6,392f7969-a5e1-4f82-9aff-997f3bf0412f,VideoClip,,PitchersHand,EdgertronicVideos,Plays/392f7969-a5e1-4f82-9aff-997f3bf0412f/Edgertronic/8b95616e-06b6-457f-b48c-2a28a270544a.mov,6fIyVc7GWblUv/PdwvL6xQ==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830817/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/392f7969-a5e.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/392f7969-a5e,2026-01-08T00:06:58Z
87a6b238-8346-41c9-967c-50875d7c13d6,3f891bd0-db46-4cb1-9d4f-91d0071120d0,VideoClip,,PitchersHand,EdgertronicVideos,Plays/3f891bd0-db46-4cb1-9d4f-91d0071120d0/Edgertronic/cdcf4867-1977-4752-81d2-0d03725e412f.mov,MUJ8Cgp2SORK0TmgE/kThg==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830819/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/3f891bd0-db4.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/3f891bd0-db4,2026-01-08T00:06:59Z
87a6b238-8346-41c9-967c-50875d7c13d6,42e65cce-aaef-43ff-bb89-8b5f8c926528,VideoClip,,PitchersHand,EdgertronicVideos,Plays/42e65cce-aaef-43ff-bb89-8b5f8c926528/Edgertronic/d771a11b-b6c4-4d48-8215-b2565f9c55b2.mov,sSFcFd6+kzcrqX7gjIWBzQ==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830820/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/42e65cce-aae.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/42e65cce-aae,2026-01-08T00:07:00Z
87a6b238-8346-41c9-967c-50875d7c13d6,458c7f15-04ea-4bae-a3c7-1c7fc137d2fe,VideoClip,,PitchersHand,EdgertronicVideos,Plays/458c7f15-04ea-4bae-a3c7-1c7fc137d2fe/Edgertronic/68d0c965-5a17-4075-92ad-9f3bc15cd78c.mov,exR3wdJrxZX0yvsGvub9dQ==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830821/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/458c7f15-04e.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/458c7f15-04e,2026-01-08T00:07:01Z
87a6b238-8346-41c9-967c-50875d7c13d6,4bbd6dd6-2010-44d4-b876-ec3608abf36b,VideoClip,,PitchersHand,EdgertronicVideos,Plays/4bbd6dd6-2010-44d4-b876-ec3608abf36b/Edgertronic/7f7d0783-9b3f-4baa-8cd3-bed4b37c404e.mov,3HOEmQApe4oZ+49NIfA+dg==,https://res.cloudinary.com/pitchingcoachu/video/upload/v1767830822/trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/4bbd6dd6-201.mov,trackman/87a6b238-8346-41c9-967c-50875d7c13d6/VideoClip/4bbd6dd6-201,2026-01-08T00:07:02Z
